Team A,Team A Overall,Team A Foil,Team A Epee,Team A Saber,Team B,Team B Overall,Team B Foil,Team B Epee,Team B Saber,Date,Host
duke,24,8,7,9,njit,3,1,2,0,2024-01-20,upenn
johnshopkins,23,8,9,6,lafayette,4,1,0,3,2024-01-20,upenn
upenn,26,8,9,9,fdu,1,1,0,0,2024-01-20,upenn
duke,20,7,7,6,johnshopkins,7,2,2,3,2024-01-20,upenn
shu,19,9,4,6,fdu,8,0,5,3,2024-01-20,upenn
cornell,26,9,8,9,lafayette,1,0,1,0,2024-01-20,upenn
nyu,14,5,6,3,unc,13,4,3,6,2024-01-20,upenn
upenn,20,7,7,6,wagner,7,2,2,3,2024-01-20,upenn
njit,15,5,7,3,haverford,12,4,2,6,2024-01-20,upenn
upenn,14,2,6,6,duke,13,7,3,3,2024-01-20,upenn
unc,23,8,6,9,njit,4,1,3,0,2024-01-20,upenn
ucsd,16,6,6,4,nyu,11,3,3,5,2024-01-20,upenn
johnshopkins,20,8,5,7,wagner,7,1,4,2,2024-01-20,upenn
shu,14,5,5,4,lafayette,11,4,4,3,2024-01-20,upenn
upenn,14,5,5,4,cornell,13,4,4,5,2024-01-20,upenn
ucsd,26,9,9,8,lafayette,1,0,0,1,2024-01-20,upenn
njit,17,7,7,3,fdu,10,2,2,6,2024-01-20,upenn
duke,16,4,3,9,nyu,11,5,6,0,2024-01-20,upenn
unc,25,8,9,8,haverford,2,1,0,1,2024-01-20,upenn
upenn,20,5,7,8,nyu,7,4,2,1,2024-01-20,upenn
unc,26,9,8,9,lafayette,1,0,1,0,2024-01-20,upenn
ucsd,27,9,9,9,fdu,0,0,0,0,2024-01-20,upenn
cornell,17,4,7,6,johnshopkins,10,5,2,3,2024-01-20,upenn
duke,19,8,3,8,wagner,8,1,6,1,2024-01-20,upenn
upenn,21,8,4,9,njit,6,1,5,0,2024-01-20,upenn
ucsd,21,9,7,5,shu,6,0,2,4,2024-01-20,upenn
johnshopkins,14,7,5,2,nyu,13,2,4,7,2024-01-20,upenn
cornell,15,5,5,5,duke,12,4,4,4,2024-01-20,upenn
wagner,21,4,9,8,fdu,6,5,0,1,2024-01-20,upenn
haverford,16,4,6,6,lafayette,11,5,3,3,2024-01-20,upenn
upenn,26,9,8,9,haverford,1,0,1,0,2024-01-20,upenn
njit,20,8,8,4,lafayette,5,1,1,3,2024-01-20,upenn
cornell,27,9,9,9,fdu,0,0,0,0,2024-01-20,upenn
ucsd,24,9,7,8,wagner,3,0,2,1,2024-01-20,upenn
duke,22,9,6,7,shu,5,0,3,2,2024-01-20,upenn
columbia,19,7,6,6,stjohns,8,2,3,3,2024-01-20,stjohns
notredame,17,4,7,6,ohiostate,10,5,2,3,2024-01-20,stjohns
harvard,16,8,5,3,pennstate,11,1,4,6,2024-01-20,stjohns
stjohns,17,5,5,7,ohiostate,10,4,4,2,2024-01-20,stjohns
notredame,19,7,6,6,pennstate,8,2,3,3,2024-01-20,stjohns
columbia,16,1,6,9,harvard,11,8,3,0,2024-01-20,stjohns
stjohns,17,5,4,8,pennstate,10,4,5,1,2024-01-20,stjohns
notredame,14,4,3,7,harvard,13,5,6,2,2024-01-20,stjohns
columbia,21,7,5,9,ohiostate,6,2,4,0,2024-01-20,stjohns
stjohns,18,5,8,5,notredame,9,4,1,4,2024-01-20,stjohns
columbia,15,4,2,9,pennstate,12,5,7,0,2024-01-20,stjohns
harvard,16,9,5,2,ohiostate,11,0,4,7,2024-01-20,stjohns
harvard,14,7,7,0,stjohns,13,2,2,9,2024-01-20,stjohns
ohiostate,15,6,2,7,pennstate,12,3,7,2,2024-01-20,stjohns
columbia,16,7,6,3,notredame,11,2,3,6,2024-01-20,stjohns
princeton,17,5,7,5,temple,10,4,2,4,2024-01-19,temple
temple,14,6,3,5,ucsd,13,3,6,4,2024-01-19,temple
princeton,16,3,4,9,unc,11,6,5,0,2024-01-19,temple
princeton,16,3,4,9,ucsd,11,6,5,0,2024-01-19,temple
ucsd,14,6,5,3,unc,13,3,4,6,2024-01-19,temple
waynestate,20,9,9,2,detroitmercy,7,0,0,7,2024-01-14,detroitmercy
pennstate,16,3,6,7,yale,11,6,3,2,2024-01-14,pennstate
upenn,19,8,6,5,unc,8,1,3,4,2024-01-14,pennstate
temple,24,8,7,9,haverford,3,1,2,0,2024-01-14,pennstate
pennstate,25,8,8,9,haverford,2,1,1,0,2024-01-14,pennstate
yale,17,5,8,4,unc,10,4,1,5,2024-01-14,pennstate
columbia,19,8,5,6,upenn,8,1,4,3,2024-01-14,pennstate
pennstate,18,5,8,5,unc,9,4,1,4,2024-01-14,pennstate
yale,17,6,8,3,upenn,10,3,1,6,2024-01-14,pennstate
columbia,17,6,5,6,temple,10,3,4,3,2024-01-14,pennstate
columbia,23,9,6,8,pennstate,4,0,3,1,2024-01-14,pennstate
unc,27,9,9,9,haverford,0,0,0,0,2024-01-14,pennstate
yale,14,4,7,3,temple,13,5,2,6,2024-01-14,pennstate
pennstate,16,4,6,6,upenn,11,5,3,3,2024-01-14,pennstate
temple,19,6,7,6,unc,8,3,2,3,2024-01-14,pennstate
columbia,19,6,5,8,yale,8,3,4,1,2024-01-14,pennstate
pennstate,17,6,7,4,temple,10,3,2,5,2024-01-14,pennstate
yale,23,8,9,6,haverford,4,1,0,3,2024-01-14,pennstate
columbia,20,9,5,6,unc,7,0,4,3,2024-01-14,pennstate
tufts,14,5,3,6,wellesley,13,4,6,3,2024-01-14,tufts
cornell,21,6,7,8,northwestern,6,3,2,1,2024-01-14,tufts
wellesley,14,5,7,2,northwestern,13,4,2,7,2024-01-14,tufts
northwestern,21,6,8,7,tufts,6,3,1,2,2024-01-14,tufts
cornell,19,6,7,6,wellesley,8,3,2,3,2024-01-14,tufts
cornell,21,7,9,5,tufts,6,2,0,4,2024-01-14,tufts
nyu,18,7,6,5,vassar,9,2,3,4,2023-12-03,shu
temple,17,5,5,7,nyu,10,4,4,2,2023-12-03,shu
pennstate,24,8,7,9,njit,3,1,2,0,2023-12-03,shu
shu,19,7,4,8,vassar,8,2,5,1,2023-12-03,shu
pennstate,21,6,8,7,nyu,6,3,1,2,2023-12-03,shu
shu,14,4,2,8,njit,13,5,7,1,2023-12-03,shu
temple,24,9,7,8,vassar,3,0,2,1,2023-12-03,shu
temple,26,9,9,8,shu,1,0,0,1,2023-12-03,shu
njit,15,7,6,2,vassar,12,2,3,7,2023-12-03,shu
temple,22,9,4,9,njit,5,0,5,0,2023-12-03,shu
nyu,18,9,7,2,shu,9,0,2,7,2023-12-03,shu
pennstate,24,9,7,8,vassar,3,0,2,1,2023-12-03,shu
nyu,17,7,2,8,njit,10,2,7,1,2023-12-03,shu
pennstate,22,8,8,6,shu,5,1,1,3,2023-12-03,shu
cornell,18,7,5,6,brown,9,2,4,3,2023-12-03,brandeis
brandeis,17,8,1,8,drew,10,1,8,1,2023-12-03,brandeis
mit,24,8,8,8,lawrence,3,1,1,1,2023-12-03,brandeis
wellesley,27,9,9,9,yeshiva,0,0,0,0,2023-12-03,brandeis
bostoncollege,23,8,6,9,drew,4,1,3,0,2023-12-03,brandeis
brown,20,6,8,6,liu,7,3,1,3,2023-12-03,brandeis
cornell,15,4,3,8,wellesley,12,5,6,1,2023-12-03,brandeis
brandeis,22,9,5,8,lawrence,5,0,4,1,2023-12-03,brandeis
stjohns,14,6,4,4,mit,13,3,5,5,2023-12-03,brandeis
stjohns,14,5,6,3,brandeis,13,4,3,6,2023-12-03,brandeis
liu,14,6,2,6,drew,13,3,7,3,2023-12-03,brandeis
wellesley,17,8,7,2,lawrence,10,1,2,7,2023-12-03,brandeis
mit,16,5,5,6,tufts,11,4,4,3,2023-12-03,brandeis
brown,27,9,9,9,yeshiva,0,0,0,0,2023-12-03,brandeis
bostoncollege,24,9,8,7,lawrence,3,0,1,2,2023-12-03,brandeis
cornell,15,6,4,5,tufts,12,3,5,4,2023-12-03,brandeis
brandeis,27,9,9,9,yeshiva,0,0,0,0,2023-12-03,brandeis
brown,21,9,3,9,drew,6,0,6,0,2023-12-03,brandeis
stjohns,18,5,7,6,wellesley,9,4,2,3,2023-12-03,brandeis
bostoncollege,20,8,6,6,liu,7,1,3,3,2023-12-03,brandeis
wellesley,16,8,4,4,drew,11,1,5,5,2023-12-03,brandeis
cornell,18,8,4,6,mit,9,1,5,3,2023-12-03,brandeis
stjohns,15,5,6,4,tufts,12,4,3,5,2023-12-03,brandeis
bostoncollege,18,3,9,6,cornell,9,6,0,3,2023-12-03,brandeis
brown,16,6,3,7,stjohns,11,3,6,2,2023-12-03,brandeis
tufts,23,9,6,8,lawrence,4,0,3,1,2023-12-03,brandeis
mit,27,9,9,9,yeshiva,0,0,0,0,2023-12-03,brandeis
wellesley,21,8,8,5,liu,6,1,1,4,2023-12-03,brandeis
cornell,18,6,7,5,brandeis,9,3,2,4,2023-12-03,brandeis
brown,24,9,8,7,lawrence,3,0,1,2,2023-12-03,brandeis
mit,23,9,5,9,drew,4,0,4,0,2023-12-03,brandeis
stjohns,17,6,6,5,liu,10,3,3,4,2023-12-03,brandeis
tufts,25,7,9,9,yeshiva,2,2,0,0,2023-12-03,brandeis
stjohns,18,6,6,6,bostoncollege,9,3,3,3,2023-12-03,brandeis
brandeis,16,4,6,6,liu,11,5,3,3,2023-12-03,brandeis
brown,16,6,6,4,tufts,11,3,3,5,2023-12-03,brandeis
cornell,27,9,9,9,yeshiva,0,0,0,0,2023-12-03,brandeis
drew,17,7,9,1,lawrence,10,2,0,8,2023-12-03,brandeis
unc,17,6,4,7,AirForce,10,3,5,2,2023-11-19,ohiostate
notredame,18,6,6,6,denison,9,3,3,3,2023-11-19,ohiostate
duke,16,5,7,4,stanford,11,4,2,5,2023-11-19,ohiostate
princeton,14,0,6,8,ohiostate,13,9,3,1,2023-11-19,ohiostate
upenn,14,3,7,4,northwestern,13,6,2,5,2023-11-19,ohiostate
duke,24,9,7,8,clevelandstate,3,0,2,1,2023-11-19,ohiostate
stanford,15,7,5,3,unc,12,2,4,6,2023-11-19,ohiostate
notredame,22,7,8,7,upenn,5,2,1,2,2023-11-19,ohiostate
princeton,15,0,7,8,northwestern,12,9,2,1,2023-11-19,ohiostate
ohiostate,19,6,6,7,AirForce,8,3,3,2,2023-11-19,ohiostate
denison,15,5,3,7,AirForce,12,4,6,2,2023-11-19,ohiostate
unc,23,9,5,9,clevelandstate,4,0,4,0,2023-11-19,ohiostate
notredame,18,9,5,4,princeton,9,0,4,5,2023-11-19,ohiostate
duke,16,3,5,8,ohiostate,11,6,4,1,2023-11-19,ohiostate
upenn,15,6,4,5,stanford,12,3,5,4,2023-11-19,ohiostate
notredame,17,5,4,8,AirForce,10,4,5,1,2023-11-19,ohiostate
ohiostate,17,7,8,2,upenn,10,2,1,7,2023-11-19,ohiostate
princeton,14,0,7,7,duke,13,9,2,2,2023-11-19,ohiostate
northwestern,14,4,4,6,stanford,13,5,5,3,2023-11-19,ohiostate
unc,18,5,8,5,denison,9,4,1,4,2023-11-19,ohiostate
denison,20,9,4,7,clevelandstate,7,0,5,2,2023-11-19,ohiostate
duke,15,5,5,5,northwestern,12,4,4,4,2023-11-19,ohiostate
notredame,17,5,3,9,ohiostate,10,4,6,0,2023-11-19,ohiostate
unc,15,9,3,3,princeton,12,0,6,6,2023-11-19,ohiostate
upenn,19,7,6,6,AirForce,8,2,3,3,2023-11-19,ohiostate
duke,17,6,6,5,notredame,10,3,3,4,2023-11-19,ohiostate
northwestern,19,9,3,7,clevelandstate,8,0,6,2,2023-11-19,ohiostate
denison,14,6,3,5,ohiostate,13,3,6,4,2023-11-19,ohiostate
princeton,16,1,6,9,AirForce,11,8,3,0,2023-11-19,ohiostate
AirForce,22,9,5,8,clevelandstate,5,0,4,1,2023-11-19,ohiostate
brown,21,8,7,6,wagner,6,1,2,3,2023-11-19,bostoncollege
tufts,21,7,6,8,shu,6,2,3,1,2023-11-19,bostoncollege
mit,24,9,6,9,vassar,3,0,3,0,2023-11-19,bostoncollege
brandeis,14,2,6,6,wellesley,13,7,3,3,2023-11-19,bostoncollege
bostoncollege,21,9,6,6,brandeis,6,0,3,3,2023-11-19,bostoncollege
brown,18,7,3,8,wellesley,9,2,6,1,2023-11-19,bostoncollege
mit,20,7,5,8,wagner,7,2,4,1,2023-11-19,bostoncollege
tufts,17,7,4,6,vassar,10,2,5,3,2023-11-19,bostoncollege
mit,17,2,6,9,bostoncollege,10,7,3,0,2023-11-19,bostoncollege
brown,19,7,4,8,brandeis,8,2,5,1,2023-11-19,bostoncollege
wagner,16,6,8,2,shu,11,3,1,7,2023-11-19,bostoncollege
tufts,15,4,2,9,wellesley,12,5,7,0,2023-11-19,bostoncollege
bostoncollege,24,9,6,9,vassar,3,0,3,0,2023-11-19,bostoncollege
brown,23,8,8,7,tufts,4,1,1,2,2023-11-19,bostoncollege
brandeis,19,8,6,5,shu,8,1,3,4,2023-11-19,bostoncollege
wagner,16,4,4,8,wellesley,11,5,5,1,2023-11-19,bostoncollege
bostoncollege,19,8,4,7,wagner,8,1,5,2,2023-11-19,bostoncollege
mit,15,4,6,5,tufts,12,5,3,4,2023-11-19,bostoncollege
brown,23,9,7,7,shu,4,0,2,2,2023-11-19,bostoncollege
brandeis,18,7,4,7,vassar,9,2,5,2,2023-11-19,bostoncollege
bostoncollege,15,5,3,7,wellesley,12,4,6,2,2023-11-19,bostoncollege
mit,23,8,8,7,shu,4,1,1,2,2023-11-19,bostoncollege
brown,24,8,7,9,vassar,3,1,2,0,2023-11-19,bostoncollege
wagner,16,5,6,5,brandeis,11,4,3,4,2023-11-19,bostoncollege
brown,15,6,3,6,bostoncollege,12,3,6,3,2023-11-19,bostoncollege
mit,21,6,6,9,wellesley,6,3,3,0,2023-11-19,bostoncollege
vassar,17,7,7,3,shu,10,2,2,6,2023-11-19,bostoncollege
tufts,14,6,4,4,wagner,13,3,5,5,2023-11-19,bostoncollege
bostoncollege,20,8,7,5,tufts,7,1,2,4,2023-11-19,bostoncollege
mit,19,6,7,6,brandeis,8,3,2,3,2023-11-19,bostoncollege
wellesley,18,9,7,2,shu,9,0,2,7,2023-11-19,bostoncollege
wagner,16,5,3,8,vassar,11,4,6,1,2023-11-19,bostoncollege
bostoncollege,22,9,7,6,shu,5,0,2,3,2023-11-19,bostoncollege
brandeis,16,6,6,4,tufts,11,3,3,5,2023-11-19,bostoncollege
mit,17,6,7,4,brown,10,3,2,5,2023-11-19,bostoncollege
wellesley,17,8,6,3,vassar,10,1,3,6,2023-11-19,bostoncollege
johnshopkins,20,5,6,9,njit,7,4,3,0,2023-11-18,columbia
johnshopkins,19,8,5,6,stevens,8,1,4,3,2023-11-18,columbia
columbia,22,9,6,7,stevens,5,0,3,2,2023-11-18,columbia
columbia,27,9,9,9,njit,0,0,0,0,2023-11-18,columbia
columbia,19,4,7,8,johnshopkins,8,5,2,1,2023-11-18,columbia
bostoncollege,16,7,6,3,brandeis,11,2,3,6,2023-11-15,brandeis
mit,15,4,6,5,bostoncollege,12,5,3,4,2023-11-15,brandeis
harvard,19,7,8,4,brandeis,8,2,1,5,2023-11-15,brandeis
mit,21,8,6,7,brandeis,6,1,3,2,2023-11-15,brandeis
harvard,19,7,6,6,bostoncollege,8,2,3,3,2023-11-15,brandeis
harvard,19,8,7,4,mit,8,1,2,5,2023-11-15,brandeis
stevens,24,7,9,8,yeshiva,3,2,0,1,2023-11-12,vassar
denison,21,9,5,7,vassar,6,0,4,2,2023-11-12,vassar
yale,21,9,5,7,wagner,6,0,4,2,2023-11-12,vassar
cornell,24,9,8,7,shu,3,0,1,2,2023-11-12,vassar
tufts,25,9,7,9,fdu,2,0,2,0,2023-11-12,vassar
wellesley,21,6,7,8,haverford,6,3,2,1,2023-11-12,vassar
drew,24,9,7,8,hunter,3,0,2,1,2023-11-12,vassar
tufts,17,8,2,7,wagner,10,1,7,2,2023-11-12,vassar
fdu,23,9,8,6,yeshiva,4,0,1,3,2023-11-12,vassar
johnshopkins,27,9,9,9,hunter,0,0,0,0,2023-11-12,vassar
yale,25,9,7,9,drew,2,0,2,0,2023-11-12,vassar
stevens,15,5,6,4,shu,12,4,3,5,2023-11-12,vassar
denison,16,6,2,8,wellesley,11,3,7,1,2023-11-12,vassar
vassar,16,3,8,5,lafayette,11,6,1,4,2023-11-12,vassar
wagner,20,6,8,6,shu,7,3,1,3,2023-11-12,vassar
haverford,14,4,6,4,lafayette,13,5,3,5,2023-11-12,vassar
cornell,24,9,6,9,stevens,3,0,3,0,2023-11-12,vassar
vassar,24,8,9,7,hunter,3,1,0,2,2023-11-12,vassar
yale,22,6,7,9,wellesley,5,3,2,0,2023-11-12,vassar
johnshopkins,14,3,5,6,tufts,13,6,4,3,2023-11-12,vassar
drew,14,6,4,4,vassar,13,3,5,5,2023-11-12,vassar
cornell,14,5,3,6,yale,13,4,6,3,2023-11-12,vassar
wellesley,19,6,8,5,lafayette,8,3,1,4,2023-11-12,vassar
fdu,21,8,7,6,hunter,6,1,2,3,2023-11-12,vassar
johnshopkins,14,3,6,5,denison,13,6,3,4,2023-11-12,vassar
tufts,21,9,4,8,haverford,6,0,5,1,2023-11-12,vassar
lafayette,23,9,8,6,hunter,4,0,1,3,2023-11-12,vassar
tufts,18,9,3,6,drew,9,0,6,3,2023-11-12,vassar
johnshopkins,20,9,6,5,shu,7,0,3,4,2023-11-12,vassar
yale,22,9,8,5,stevens,5,0,1,4,2023-11-12,vassar
cornell,18,7,8,3,denison,9,2,1,6,2023-11-12,vassar
haverford,22,8,8,6,yeshiva,5,1,1,3,2023-11-12,vassar
yale,22,8,8,6,johnshopkins,5,1,1,3,2023-11-12,vassar
wagner,17,5,8,4,stevens,10,4,1,5,2023-11-12,vassar
drew,25,8,9,8,haverford,2,1,0,1,2023-11-12,vassar
wellesley,25,9,8,8,hunter,2,0,1,1,2023-11-12,vassar
denison,22,8,5,9,fdu,5,1,4,0,2023-11-12,vassar
tufts,21,8,5,8,lafayette,6,1,4,1,2023-11-12,vassar
shu,23,8,6,9,yeshiva,3,1,2,0,2023-11-12,vassar
vassar,22,4,9,9,fdu,5,5,0,0,2023-11-12,vassar
shu,15,7,2,6,lafayette,12,2,7,3,2023-11-12,vassar
johnshopkins,19,5,6,8,wellesley,8,4,3,1,2023-11-12,vassar
cornell,19,8,4,7,wagner,8,1,5,2,2023-11-12,vassar
tufts,18,9,3,6,stevens,9,0,6,3,2023-11-12,vassar
yale,26,9,8,9,hunter,1,0,1,0,2023-11-12,vassar
drew,24,9,9,6,yeshiva,3,0,0,3,2023-11-12,vassar
yale,18,5,8,5,tufts,9,4,1,4,2023-11-12,vassar
denison,18,8,3,7,lafayette,9,1,6,2,2023-11-12,vassar
cornell,23,8,6,9,drew,4,1,3,0,2023-11-12,vassar
wellesley,15,9,3,3,stevens,12,0,6,6,2023-11-12,vassar
shu,20,8,3,9,hunter,7,1,6,0,2023-11-12,vassar
vassar,19,4,9,6,haverford,8,5,0,3,2023-11-12,vassar
wagner,24,6,9,9,yeshiva,3,3,0,0,2023-11-12,vassar
harvard,20,9,7,4,AirForce,7,0,2,5,2023-11-05,AirForce
northwestern,19,7,7,5,brandeis,8,2,2,4,2023-11-05,AirForce
ohiostate,16,6,8,2,stanford,11,3,1,7,2023-11-05,AirForce
ucsd,18,9,2,7,incarnateword,9,0,7,2,2023-11-05,AirForce
ohiostate,17,8,3,6,AirForce,10,1,6,3,2023-11-05,AirForce
harvard,21,8,8,5,unc,6,1,1,4,2023-11-05,AirForce
stanford,18,8,2,8,incarnateword,9,1,7,1,2023-11-05,AirForce
ucsd,23,7,9,7,brandeis,4,2,0,2,2023-11-05,AirForce
unc,16,7,4,5,brandeis,9,2,3,4,2023-11-05,AirForce
columbia,21,6,9,6,northwestern,6,3,0,3,2023-11-05,AirForce
stanford,15,4,5,6,ucsd,12,5,4,3,2023-11-05,AirForce
ucsd,18,6,5,7,AirForce,9,3,4,2,2023-11-05,AirForce
columbia,21,8,6,7,brandeis,6,1,3,2,2023-11-05,AirForce
stanford,18,8,3,7,northwestern,9,1,6,2,2023-11-05,AirForce
unc,18,9,2,7,incarnateword,9,0,7,2,2023-11-05,AirForce
stanford,17,8,2,7,AirForce,10,1,7,2,2023-11-05,AirForce
drew,21,8,7,6,yeshiva,6,1,2,3,2023-11-05,drew
wagner,24,6,9,9,fdu,3,3,0,0,2023-11-05,drew
liu,15,6,3,6,lafayette,12,3,6,3,2023-11-05,drew
yeshiva,15,9,0,6,clevelandstate,12,0,9,3,2023-11-05,drew
liu,15,9,1,5,drew,12,0,8,4,2023-11-05,drew
lafayette,16,4,8,4,fdu,11,5,1,5,2023-11-05,drew
wagner,21,9,4,8,clevelandstate,6,0,5,1,2023-11-05,drew
liu,25,9,9,7,yeshiva,2,0,0,2,2023-11-05,drew
drew,25,8,8,9,fdu,2,1,1,0,2023-11-05,drew
wagner,20,4,9,7,lafayette,7,5,0,2,2023-11-05,drew
fdu,24,9,9,6,yeshiva,3,0,0,3,2023-11-05,drew
liu,20,9,4,7,clevelandstate,7,0,5,2,2023-11-05,drew
liu,20,7,7,6,fdu,7,2,2,3,2023-11-05,drew
lafayette,16,9,3,4,clevelandstate,9,0,6,3,2023-11-05,drew
wagner,20,6,5,9,drew,7,3,4,0,2023-11-05,drew
wagner,24,7,9,8,yeshiva,3,2,0,1,2023-11-05,drew
drew,16,6,6,4,lafayette,11,3,3,5,2023-11-05,drew
fdu,16,9,1,6,clevelandstate,11,0,8,3,2023-11-05,drew
drew,21,9,5,7,clevelandstate,6,0,4,2,2023-11-05,drew
lafayette,24,9,9,6,yeshiva,3,0,0,3,2023-11-05,drew
liu,15,7,3,5,wagner,12,2,6,4,2023-11-05,drew
AirForce,22,8,6,8,incarnateword,5,1,3,1,2023-11-04,AirForce
harvard,15,4,7,4,ohiostate,12,5,2,5,2023-11-04,AirForce
notredame,18,6,8,4,stanford,9,3,1,5,2023-11-04,AirForce
ucsd,19,7,6,6,unc,8,2,3,3,2023-11-04,AirForce
AirForce,14,6,7,1,brandeis,13,3,2,8,2023-11-04,AirForce
columbia,19,6,7,6,unc,8,3,2,3,2023-11-04,AirForce
notredame,20,8,6,6,ucsd,7,1,3,3,2023-11-04,AirForce
northwestern,22,9,6,7,incarnateword,5,0,3,2,2023-11-04,AirForce
northwestern,21,7,5,9,AirForce,6,2,4,0,2023-11-04,AirForce
notredame,18,8,5,5,brandeis,9,1,4,4,2023-11-04,AirForce
columbia,20,6,7,7,stanford,7,3,2,2,2023-11-04,AirForce
harvard,16,8,4,4,incarnateword,10,1,5,4,2023-11-04,AirForce
brandeis,15,7,2,6,incarnateword,12,2,7,3,2023-11-04,AirForce
ohiostate,17,6,7,4,columbia,10,3,2,5,2023-11-04,AirForce
northwestern,16,4,5,7,ucsd,11,5,4,2,2023-11-04,AirForce
stanford,16,6,3,7,unc,11,3,6,2,2023-11-04,AirForce
notredame,19,7,5,7,AirForce,8,2,4,2,2023-11-04,AirForce
stanford,19,9,5,5,brandeis,8,0,4,4,2023-11-04,AirForce
columbia,21,9,5,7,ucsd,6,0,4,2,2023-11-04,AirForce
harvard,14,7,4,3,northwestern,13,2,5,6,2023-11-04,AirForce
ohiostate,16,8,1,7,incarnateword,11,1,8,2,2023-11-04,AirForce
columbia,20,6,6,8,AirForce,7,3,3,1,2023-11-04,AirForce
ohiostate,23,8,9,6,brandeis,4,1,0,3,2023-11-04,AirForce
notredame,20,9,5,6,incarnateword,7,0,4,3,2023-11-04,AirForce
northwestern,21,7,7,7,unc,6,2,2,2,2023-11-04,AirForce
columbia,20,7,4,9,incarnateword,7,2,5,0,2023-11-04,AirForce
harvard,19,7,8,4,stanford,8,2,1,5,2023-11-04,AirForce
notredame,16,5,6,5,unc,11,4,3,4,2023-11-04,AirForce
ohiostate,15,7,3,5,ucsd,12,2,6,4,2023-11-04,AirForce
notredame,16,5,3,8,harvard,11,4,6,1,2023-11-04,AirForce
drew,24,8,8,8,yeshiva,3,1,1,1,2023-10-29,drew
stevens,17,6,5,6,lafayette,10,3,4,3,2023-10-29,drew
njit,15,8,6,1,lafayette,10,1,3,6,2023-10-29,drew
drew,15,3,6,6,lafayette,12,6,3,3,2023-10-29,drew
lafayette,24,9,9,6,yeshiva,2,0,0,2,2023-10-29,drew
stevens,15,3,4,8,njit,12,6,5,1,2023-10-29,drew
stevens,15,6,4,5,drew,12,3,5,4,2023-10-29,drew
stevens,27,9,9,9,yeshiva,0,0,0,0,2023-10-29,drew
njit,17,8,7,2,drew,10,1,2,7,2023-10-29,drew
njit,20,9,8,3,yeshiva,7,0,1,6,2023-10-29,drew
wellesley,21,7,8,6,drew,6,2,1,3,2023-10-22,liu
stevens,14,3,3,8,njit,13,6,6,1,2023-10-22,liu
wellesley,20,7,4,9,njit,7,2,5,0,2023-10-22,liu
liu,15,6,3,6,stevens,12,3,6,3,2023-10-22,liu
wellesley,20,8,5,7,stevens,7,1,4,2,2023-10-22,liu
liu,20,7,8,5,drew,7,2,1,4,2023-10-22,liu
liu,14,4,5,5,wellesley,13,5,4,4,2023-10-22,liu
drew,15,4,3,8,njit,12,5,6,1,2023-10-22,liu
liu,19,8,3,8,njit,8,1,6,1,2023-10-22,liu
stevens,19,5,6,8,drew,8,4,3,1,2023-10-22,liu
nyu,23,8,7,8,hunter,4,1,2,1,2024-02-25,liu
waynestate,14,6,8,0,lawrence,13,3,1,9,2024-02-24,ohiostate
denison,16,6,4,6,lawrence,11,3,5,3,2024-02-24,ohiostate
denison,15,4,2,9,waynestate,12,5,7,0,2024-02-24,ohiostate
stevens,20,6,6,8,hunter,7,3,3,1,2024-02-18,drew
johnshopkins,20,8,4,8,drew,7,1,5,1,2024-02-18,drew
wellesley,27,9,9,9,yeshiva,0,0,0,0,2024-02-18,drew
denison,23,9,6,8,haverford,4,0,3,1,2024-02-18,drew
vassar,24,7,9,8,ccny,3,2,0,1,2024-02-18,drew
drew,22,8,8,6,yeshiva,5,1,1,3,2024-02-18,drew
johnshopkins,24,9,7,8,hunter,3,0,2,1,2024-02-18,drew
stevens,21,6,7,8,haverford,6,3,2,1,2024-02-18,drew
wellesley,26,9,9,8,ccny,1,0,0,1,2024-02-18,drew
denison,21,8,5,8,vassar,6,1,4,1,2024-02-18,drew
drew,17,4,7,6,hunter,10,5,2,3,2024-02-18,drew
stevens,25,9,9,7,yeshiva,2,0,0,2,2024-02-18,drew
johnshopkins,19,7,4,8,vassar,8,2,5,1,2024-02-18,drew
denison,26,8,9,9,ccny,1,1,0,0,2024-02-18,drew
wellesley,20,8,7,5,haverford,7,1,2,4,2024-02-18,drew
johnshopkins,27,9,9,9,yeshiva,0,0,0,0,2024-02-18,drew
stevens,20,7,5,8,drew,7,2,4,1,2024-02-18,drew
denison,22,8,5,9,hunter,5,1,4,0,2024-02-18,drew
wellesley,20,6,7,7,vassar,7,3,2,2,2024-02-18,drew
haverford,20,5,7,8,ccny,7,4,2,1,2024-02-18,drew
johnshopkins,20,8,4,8,stevens,7,1,5,1,2024-02-18,drew
hunter,20,9,7,4,yeshiva,7,0,2,5,2024-02-18,drew
drew,26,9,8,9,ccny,1,0,1,0,2024-02-18,drew
vassar,17,5,7,5,haverford,10,4,2,4,2024-02-18,drew
wellesley,14,3,7,4,denison,13,6,2,5,2024-02-18,drew
johnshopkins,19,4,6,9,wellesley,8,5,3,0,2024-02-18,drew
denison,14,9,2,3,stevens,13,0,7,6,2024-02-18,drew
vassar,14,7,3,4,drew,12,1,6,5,2024-02-18,drew
haverford,18,5,5,8,hunter,9,4,4,1,2024-02-18,drew
yeshiva,14,4,5,5,ccny,13,5,4,4,2024-02-18,drew
nyu,18,8,4,6,vassar,9,1,5,3,2024-02-14,columbia
stevens,20,6,6,8,drew,7,3,3,1,2024-02-11,fdu
